customerID,tenure,MonthlyCharges,ChurnProbability,RiskSegment,ActualChurn,AnnualRevenue,ExpectedRevenueAtRisk,RetentionPriorityScore,RetentionPriority
8621-MNIHH,34,94.25,0.43444705,Medium,1,1131.0,491.3596136569977,40.94663447141647,Urgent
8714-EUHJO,31,91.15,0.44869658,Medium,1,1093.8000000000002,490.78432304263123,40.89869358688593,Urgent
9822-WMWVG,41,106.5,0.38394344,Medium,0,1278.0,490.67971444129944,40.88997620344162,Urgent
5828-AVIPD,19,100.95,0.40184665,Medium,1,1211.4,486.79702849388127,40.56641904115677,Urgent
3466-RITXD,26,92.4,0.4382227,Medium,0,1108.8000000000002,485.9013367652894,40.49177806377411,Urgent
3966-HRMZA,3,75.05,0.53884476,High,0,900.5999999999999,485.2835946679115,40.440299555659294,Urgent
6047-YHPVI,5,69.7,0.57971025,High,1,836.4000000000001,484.86964902877816,40.40580408573151,Urgent
5373-SFODM,36,85.25,0.47165325,Medium,1,1023.0,482.5012776553631,40.20843980461359,Urgent
7251-LJBQN,40,103.75,0.3862462,Medium,0,1245.0,480.8765244483948,40.0730437040329,Urgent
5760-FXFVO,6,78.95,0.5070887,High,0,947.4000000000001,480.4158540844918,40.034654507040976,Urgent
8676-TRMJS,3,75.0,0.53317654,High,1,900.0,479.85888719558716,39.98824059963226,Urgent
9576-ANLXO,3,69.55,0.57463527,High,1,834.5999999999999,479.5905940532684,39.96588283777237,Urgent
9866-QEVEE,19,86.0,0.4645052,Medium,1,1032.0,479.3693618774414,39.94744682312012,Urgent
4840-ORQXB,56,104.75,0.3811563,Medium,0,1257.0,479.1134634912014,39.92612195760012,Urgent
5501-TVMGM,1,55.25,0.7158954,High,0,663.0,474.63865971565247,39.55322164297104,Urgent
3063-QFSZL,1,55.4,0.7126429,High,1,664.8,473.7650053024292,39.48041710853577,Urgent
5016-IBERQ,23,84.25,0.46558082,Medium,0,1011.0,470.7022100687027,39.22518417239189,Urgent
8849-AYPTR,33,91.25,0.42923042,Medium,0,1095.0,470.0073118507862,39.16727598756552,Urgent
1319-YLZJG,12,84.6,0.45967576,Medium,0,1015.1999999999999,466.6628306150436,38.8885692179203,Urgent
1357-BIJKI,50,98.25,0.3950464,Medium,0,1179.0,465.7597208619118,38.81331007182598,Urgent
1658-TJVOA,6,74.1,0.52192175,High,0,889.1999999999999,464.0928235530853,38.67440196275711,Urgent
9512-UIBFX,18,95.15,0.40427428,Medium,1,1141.8000000000002,461.60037842988976,38.46669820249081,Urgent
7279-BUYWN,41,113.2,0.3391864,Medium,1,1358.4,460.75080599784854,38.39590049982071,Urgent
5650-YLIBA,31,81.15,0.4723263,Medium,0,973.8000000000001,459.9513592064381,38.32927993386984,Urgent
4818-QIUFN,20,79.15,0.48388147,Medium,1,949.8000000000001,459.59062356948857,38.29921863079071,Urgent
2924-KHUVI,56,100.55,0.37837726,Medium,0,1206.6,456.55000044107436,38.04583337008953,Urgent
6048-QBXKL,2,56.55,0.67093927,High,0,678.5999999999999,455.299386370182,37.9416155308485,Urgent
6022-UGGSO,32,74.4,0.50813496,High,1,892.8000000000001,453.66289329528814,37.805241107940674,Urgent
0899-LIIBW,34,100.85,0.37442648,Medium,0,1210.1999999999998,453.1309310674667,37.76091092228889,Urgent
9050-QLROH,18,90.7,0.41557783,Medium,1,1088.4,452.3149089574814,37.69290907979012,Urgent
0506-LVNGN,5,75.55,0.49854952,Medium,1,906.5999999999999,451.9849957108497,37.66541630923748,Urgent
0310-MVLET,61,99.15,0.37899634,Medium,1,1189.8000000000002,450.9298482120038,37.577487351000315,Urgent
1016-DJTSV,8,69.7,0.53909624,High,0,836.4000000000001,450.90009198188784,37.57500766515732,Urgent
2482-CZGBB,10,70.0,0.5363049,High,1,840.0,450.4961085319519,37.54134237766266,Urgent
5442-BHQNG,2,70.35,0.5315262,High,0,844.1999999999999,448.7144247293472,37.3928687274456,Urgent
6234-PFPXL,22,95.9,0.38984093,Medium,0,1150.8000000000002,448.6289430499078,37.38574525415898,Urgent
0581-MDMPW,24,88.95,0.4179242,Medium,0,1067.4,446.09228630661966,37.1743571922183,Urgent
4029-HPFVY,3,70.3,0.5285369,High,0,843.5999999999999,445.87374215126033,37.1561451792717,Urgent
9278-VZKCD,52,109.1,0.3404642,Medium,0,1309.1999999999998,445.7357365965843,37.144644716382025,Urgent
1035-IPQPU,63,103.5,0.3568799,Medium,0,1242.0,443.24482333660126,36.93706861138344,Urgent
4846-WHAFZ,37,76.5,0.4816985,Medium,1,918.0,442.1992349624634,36.84993624687195,Urgent
4983-CCWMC,3,69.6,0.5285369,High,0,835.1999999999999,441.4340320587158,36.786169338226316,Urgent
4412-YLTKF,27,78.05,0.47129658,Medium,1,936.5999999999999,441.41637555956834,36.78469796329737,Urgent
0422-UXFAP,51,98.85,0.37203348,Medium,0,1186.1999999999998,441.306110215187,36.775509184598924,Urgent
5651-YLPRD,32,86.1,0.4267361,Medium,0,1033.1999999999998,440.903724682331,36.74197705686092,Urgent
9508-ILZDG,34,96.35,0.3811942,Medium,0,1156.1999999999998,440.7367387712001,36.72806156426668,Urgent
9450-TRJUU,35,83.15,0.43921152,Medium,0,997.8000000000001,438.2452522337437,36.52043768614531,Urgent
3312-ZWLGF,29,79.3,0.45943677,Medium,0,951.5999999999999,437.20003437995905,36.433336198329926,Urgent
8903-XEBGX,2,55.3,0.65800196,High,0,663.5999999999999,436.65010020732876,36.38750835061073,Urgent
0963-ZBDRN,32,96.2,0.3781546,Medium,1,1154.4,436.541676735878,36.37847306132317,Urgent
9283-LZQOH,13,74.4,0.48881334,Medium,1,892.8000000000001,436.4125505447388,36.3677125453949,Urgent
0388-EOPEX,2,74.4,0.4884548,Medium,1,892.8000000000001,436.09243555068974,36.34103629589081,Urgent
6080-TCMYC,40,81.2,0.44639042,Medium,0,974.4000000000001,434.9628254413605,36.246902120113376,Urgent
4512-ZUIYL,2,70.0,0.5166994,High,1,840.0,434.0274739265442,36.16895616054535,Urgent
5022-JNQEQ,9,75.85,0.47561413,Medium,0,910.1999999999999,432.90398157835006,36.07533179819583,Urgent
4983-CLMLV,52,102.7,0.35124573,Medium,0,1232.4,432.8752390265465,36.07293658554554,Urgent
6166-ILMNY,2,69.75,0.5166994,High,1,837.0,432.47737580537796,36.03978131711483,Urgent
1989-PRJHP,27,75.5,0.4771145,Medium,1,906.0,432.26573574543,36.0221446454525,Urgent
6583-SZVGP,48,108.1,0.3327457,Medium,0,1297.1999999999998,431.63772343397136,35.96981028616428,Urgent
0682-USIXD,21,86.05,0.41782424,Medium,0,1032.6,431.445308715105,35.953775726258755,Urgent
0327-WFZSY,39,100.0,0.3590387,Medium,0,1200.0,430.8464527130127,35.903871059417725,Urgent
0410-IPFTY,31,83.85,0.42808288,Medium,0,1006.1999999999999,430.7369972348213,35.89474976956844,Urgent
0958-YHXGP,7,69.9,0.5125034,High,0,838.8000000000001,429.887839794159,35.823986649513245,Urgent
6284-AHOOQ,22,90.5,0.39534935,Medium,1,1086.0,429.349397957325,35.77911649644375,Urgent
6705-LXORM,5,70.05,0.5101132,High,0,840.5999999999999,428.80113884210584,35.73342823684215,Urgent
5606-AMZBO,10,78.15,0.45607752,Medium,0,937.8000000000001,427.70949457883836,35.64245788156987,Urgent
3567-PQTSO,53,105.25,0.33852005,Medium,0,1263.0,427.5508232116699,35.62923526763916,Urgent
9812-GHVRI,40,83.85,0.42433047,Medium,0,1006.1999999999999,426.9613218784332,35.5801101565361,Urgent
4760-THGOT,43,94.1,0.37598363,Medium,0,1129.1999999999998,424.56071008443826,35.38005917370319,Urgent
6608-QQLVK,1,50.5,0.6979896,High,1,606.0,422.9816873073578,35.248473942279816,Urgent
4329-YPDDQ,20,108.2,0.3244572,Medium,0,1298.4,421.2752263784409,35.106268864870074,Urgent
3717-OEAUQ,2,70.7,0.49638882,Medium,0,848.4000000000001,421.1362772583962,35.09468977153301,Urgent
2277-DJJDL,60,99.0,0.3532216,Medium,0,1188.0,419.6272552013397,34.96893793344498,Urgent
8696-JKZNU,37,76.25,0.45736498,Medium,1,915.0,418.48895341157913,34.87407945096493,Urgent
0531-ZZJWQ,55,74.0,0.4712267,Medium,0,888.0,418.44930267333984,34.87077522277832,Urgent
6481-ESCNL,29,100.55,0.3449107,Medium,0,1206.6,416.1692639529705,34.68077199608087,Urgent
1965-DDBWU,16,89.05,0.38559398,Medium,1,1068.6,412.0457276165485,34.33714396804571,Urgent
7273-TEFQD,3,41.15,0.8306218,Critical,1,493.79999999999995,410.16103445291515,34.1800862044096,Urgent
7529-ZDFXI,57,89.85,0.38023564,Medium,0,1078.1999999999998,409.9700694143771,34.1641724511981,Urgent
3658-KIBGF,1,54.9,0.620263,High,1,658.8,408.6292515277862,34.05243762731552,Urgent
0330-IVZHA,5,69.95,0.48629543,Medium,1,839.4000000000001,408.1963854968548,34.016365458071235,Urgent
6559-RAKOZ,49,97.95,0.34724584,Medium,0,1175.4,408.1527629435063,34.01273024529219,Urgent
4547-LYTDD,16,72.65,0.46354148,Medium,1,871.8000000000001,404.1154604494572,33.6762883707881,Urgent
0486-HECZI,55,96.75,0.34799632,Medium,1,1161.0,404.0237325131893,33.66864437609911,Urgent
2325-NBPZG,3,74.55,0.44978514,Medium,0,894.5999999999999,402.3777890503406,33.53148242086172,Urgent
1346-UFHAX,13,80.0,0.41826135,Medium,0,960.0,401.5308952331543,33.46090793609619,Urgent
2386-LAHRK,1,53.5,0.6249234,High,1,642.0,401.20082795619965,33.433402329683304,Urgent
4317-VTEOA,1,50.75,0.6587295,High,1,609.0,401.166261613369,33.43052180111408,Urgent
9286-DOJGF,38,74.95,0.4446613,Medium,1,899.4000000000001,399.92836373448375,33.32736364454031,Urgent
6815-ABQFQ,56,107.25,0.30941036,Medium,0,1287.0,398.2111377418041,33.18426147848368,Urgent
5419-KLXBN,25,89.15,0.37184444,Medium,1,1069.8000000000002,397.79918265938767,33.1499318882823,Urgent
6034-YMTOB,5,75.65,0.4362698,Medium,0,907.8000000000001,396.045715302229,33.00380960851908,Urgent
9944-AEXBM,32,85.65,0.38510266,Medium,0,1027.8000000000002,395.80851339697847,32.984042783081534,Urgent
2307-FYNNL,65,109.05,0.30163366,Medium,0,1308.6,394.7178022742271,32.89315018951893,Urgent
6710-HSJRD,61,114.1,0.28809413,Medium,0,1369.1999999999998,394.4584870934486,32.87154059112072,Urgent
9576-SYUHJ,37,91.15,0.35980135,Medium,0,1093.8000000000002,393.550718843937,32.79589323699474,High
7503-QQRVF,16,74.3,0.44081217,Medium,1,891.5999999999999,393.0281312227249,32.75234426856041,High
7410-YTJIK,7,75.45,0.43356666,Medium,1,905.4000000000001,392.551253682375,32.71260447353125,High
7855-DIWPO,21,68.65,0.47614583,Medium,0,823.8000000000001,392.24893782734875,32.687411485612394,High
4526-ZJJTM,25,88.4,0.36876068,Medium,0,1060.8000000000002,391.1813242435456,32.59844368696213,High
0082-OQIQY,29,94.2,0.3457591,Medium,0,1130.4,390.84607958793646,32.57050663232803,High
3891-PUQOD,1,59.2,0.54843926,High,1,710.4000000000001,389.6112533569336,32.46760444641114,High
8778-LMWTJ,9,74.85,0.43364528,Medium,0,898.1999999999999,389.5001888930797,32.45834907442331,High
8280-MQRQN,1,50.45,0.64211184,High,1,605.4000000000001,388.73450664281853,32.394542220234875,High
2203-GHNWN,24,79.65,0.4061076,Medium,0,955.8000000000001,388.1576483845711,32.346470698714256,High
1217-VASWC,43,100.55,0.31888157,Medium,0,1206.6,384.76250392198557,32.0635419934988,High
9389-ACWBI,5,69.95,0.45825636,Medium,0,839.4000000000001,384.66039183139804,32.055032652616504,High
5804-HYIEZ,70,106.05,0.30127716,Medium,0,1272.6,383.40531463623046,31.950442886352537,High
1092-GANHU,17,76.65,0.4165302,Medium,1,919.8000000000001,383.1244705080986,31.927039209008218,High
2041-JIJCI,5,64.0,0.49877474,Medium,0,768.0,383.05899810791016,31.92158317565918,High
7134-MJPDY,66,102.85,0.30884784,Medium,0,1234.1999999999998,381.1800098061561,31.76500081717968,High
3569-EDBPQ,24,84.35,0.3763648,Medium,0,1012.1999999999999,380.9564478814602,31.746370656788347,High
8059-UDZFY,33,105.35,0.29910132,Medium,0,1264.1999999999998,378.1238923966884,31.510324366390705,High
4706-DGAHW,1,45.2,0.696996,High,0,542.4000000000001,378.05061607360847,31.504218006134035,High
7018-WBJNK,13,78.3,0.40235177,Medium,0,939.5999999999999,378.049720108509,31.504143342375755,High
8080-DDEMJ,1,45.1,0.696996,High,1,541.2,377.214220905304,31.43451840877533,High
0581-BXBUB,4,72.75,0.4307515,Medium,0,873.0,376.04606169462204,31.33717180788517,High
4248-QPAVC,17,85.35,0.36652228,Medium,1,1024.1999999999998,375.3921215951442,31.282676799595354,High
2955-BJZHG,17,80.85,0.38685197,Medium,1,970.1999999999999,375.323777782917,31.27698148190975,High
4154-AQUGT,13,89.05,0.35067126,Medium,1,1068.6,374.72731009125704,31.22727584093809,High
8988-ECPJR,34,79.6,0.3895429,Medium,1,955.1999999999999,372.0913852214813,31.00761543512344,High
1452-KIOVK,22,89.1,0.3477901,Medium,0,1069.1999999999998,371.8571666121482,30.988097217679023,High
1894-IGFSG,22,89.25,0.34671548,Medium,1,1071.0,371.33227917551994,30.944356597959995,High
7603-USHJS,12,73.75,0.4188462,Medium,1,885.0,370.6788781285286,30.889906510710716,High
0988-JRWWP,3,54.2,0.5673521,High,0,650.4000000000001,369.0058163166047,30.750484693050385,High
6769-DYBQN,46,85.0,0.3587254,Medium,1,1020.0,365.8999067544937,30.49165889620781,High
6646-QVXLR,62,103.75,0.2936217,Medium,1,1245.0,365.55900290608406,30.46325024217367,High
4829-AUOAX,46,96.05,0.3164713,Medium,1,1152.6,364.76483014225954,30.397069178521633,High
9369-XFEHK,33,80.6,0.37588698,Medium,1,967.1999999999999,363.55788388252256,30.296490323543548,High
9079-YEXQJ,54,111.1,0.27214888,Medium,1,1333.1999999999998,362.8288833260536,30.235740277171132,High
2495-INZWQ,4,44.55,0.6782199,High,1,534.5999999999999,362.5763662576675,30.21469718813896,High
1360-XFJMR,67,109.7,0.27484968,Medium,0,1316.4,361.8121227622032,30.1510102301836,High
2587-EKXTS,44,111.5,0.26868135,Medium,0,1338.0,359.49564278125763,29.95797023177147,High
8728-SKJLR,41,74.25,0.40332502,Medium,0,891.0,359.3625939488411,29.94688282907009,High
0256-LTHVJ,28,81.05,0.3689504,Medium,1,972.5999999999999,358.84115590453143,29.903429658710955,High
8914-RBTSB,31,93.8,0.3186256,Medium,1,1125.6,358.64497439861293,29.887081199884413,High
6128-AQBMT,41,53.95,0.55164516,High,0,647.4000000000001,357.1350764036179,29.761256366968155,High
0430-IHCDJ,15,49.0,0.60677415,High,0,588.0,356.7832009792328,29.731933414936066,High
0841-NULXI,1,35.55,0.83564717,Critical,1,426.59999999999997,356.48708091974254,29.70725674331188,High
8445-DNBAE,1,50.05,0.5932564,High,0,600.5999999999999,356.30980221033093,29.692483517527577,High
4753-PADAS,67,105.7,0.2808749,Medium,0,1268.4,356.2617332696915,29.68847777247429,High
9752-ZNQUT,1,48.6,0.606553,High,0,583.2,353.7417201519013,29.478476679325105,High
2971-SGAFL,13,78.75,0.3741886,Medium,0,945.0,353.6082288622856,29.467352405190468,High
4660-IRIBM,18,87.9,0.33213982,Medium,0,1054.8000000000002,350.34108198881154,29.195090165734292,High
7250-EQKIY,1,50.45,0.5772498,High,1,605.4000000000001,349.46704405546194,29.12225367128849,High
2190-BCXEC,40,78.85,0.3693262,Medium,0,946.1999999999999,349.456454282999,29.121371190249917,High
6777-TGHTM,53,106.95,0.26842904,Medium,1,1283.4,344.5018311023712,28.708485925197603,High
0749-IRGQE,13,45.3,0.63286316,High,0,543.5999999999999,344.02441592216485,28.668701326847074,High
1550-LOAHA,32,84.15,0.33785138,Medium,1,1009.8000000000001,341.1623188197613,28.43019323498011,High
5609-IMCGG,15,84.35,0.33413884,Medium,0,1012.1999999999999,338.215334290266,28.184611190855502,High
2995-UPRYS,40,99.2,0.283951,Medium,1,1190.4,338.015287399292,28.167940616607666,High
4237-RLAQD,1,45.85,0.6135771,High,1,550.2,337.59013552665715,28.132511293888093,High
5133-POWUA,1,45.8,0.6135771,High,0,549.5999999999999,337.22198925018307,28.101832437515256,High
2001-MCUUW,46,108.65,0.25807706,Medium,0,1303.8000000000002,336.48086459040644,28.040072049200536,High
4724-WXVWF,48,95.4,0.292789,Medium,0,1144.8000000000002,335.1848611593247,27.932071763277055,High
3540-RZJYU,15,86.2,0.32346272,Medium,1,1034.4,334.589842414856,27.882486867904664,High
6402-EJMWF,4,55.3,0.50311756,High,0,663.5999999999999,333.86881370544427,27.82240114212036,High
7957-RYHQD,40,79.2,0.3506736,Medium,1,950.4000000000001,333.2801762580872,27.773348021507264,High
6338-AVWCY,3,40.15,0.6868569,High,1,481.79999999999995,330.9276666998863,27.57730555832386,High
6557-BZXLQ,16,69.65,0.39460036,Medium,0,835.8000000000001,329.8069822132588,27.48391518443823,High
5281-BUZGT,36,90.85,0.30088362,Medium,1,1090.1999999999998,328.0233235895633,27.335276965796947,High
3207-OYBWH,57,95.25,0.28689536,Medium,1,1143.0,327.9214016497135,27.32678347080946,High
9254-RBFON,17,98.6,0.2763868,Medium,1,1183.1999999999998,327.02085871696465,27.251738226413725,High
4223-WOZCM,2,49.95,0.5435856,High,0,599.4000000000001,325.8252077221871,27.15210064351559,High
4360-PNRQB,18,75.6,0.35790148,Medium,0,907.1999999999999,324.68822607994076,27.057352173328397,High
5301-GAUUY,32,80.35,0.33656996,Medium,1,964.1999999999999,324.52076014280317,27.043396678566932,High
6331-LWDTQ,10,72.15,0.3712944,Medium,1,865.8000000000001,321.4666993439198,26.788891611993314,High
2485-ITVKB,2,35.1,0.7620381,Critical,1,421.20000000000005,320.9704526424408,26.7475377202034,High
2501-XWWTZ,11,70.2,0.37960842,Medium,0,842.4000000000001,319.78213512897497,26.64851126074791,High
7067-KSAZT,65,106.25,0.25021333,Medium,1,1275.0,319.0219894051552,26.585165783762932,High
0959-WHOKV,42,99.0,0.26304877,Medium,0,1188.0,312.50193643569946,26.04182803630829,High
3729-OWRVL,65,110.35,0.23537451,Low,0,1324.1999999999998,311.6829265236854,25.97357721030712,High
8160-HOWOX,7,66.85,0.38827914,Medium,0,802.1999999999999,311.4775261044502,25.956460508704183,High
0730-KOAVE,30,94.3,0.27484164,Medium,0,1131.6,311.01079577207565,25.917566314339638,High
5207-PLSTK,1,48.75,0.5297625,High,0,585.0,309.91106629371643,25.825922191143036,High
5692-FPTAH,1,45.4,0.56656295,High,1,544.8,308.66349549293517,25.721957957744596,High
9112-WSNPU,35,70.55,0.36309543,Medium,0,846.5999999999999,307.39659317135806,25.61638276427984,High
2101-RANCD,55,73.1,0.35001397,Medium,0,877.1999999999999,307.03225564956665,25.58602130413055,High
7460-ITWWP,45,86.1,0.29562277,Medium,0,1033.1999999999998,305.4374418497085,25.45312015414238,High
1074-AMIOH,53,108.25,0.23491521,Low,0,1299.0,305.15486012399197,25.42957167699933,High
7587-RZNME,3,43.3,0.5871488,High,1,519.5999999999999,305.08250899314874,25.42354241609573,High
9819-FBNSV,37,72.25,0.3513845,Medium,0,867.0,304.650353461504,25.387529455125332,High
2293-IJWPS,57,100.75,0.25185147,Medium,0,1209.0,304.4884263575077,25.37403552979231,High
2139-FQHLM,19,89.95,0.28122923,Medium,0,1079.4,303.5588284671307,25.296569038927554,High
8601-QACRS,5,50.6,0.49961096,Medium,1,607.2,303.3637752056122,25.280314600467683,High
0322-CHQRU,2,45.35,0.5545028,High,1,544.2,301.76041570901873,25.146701309084893,High
6284-KMNUF,56,98.0,0.25322965,Medium,0,1176.0,297.7980659008026,24.81650549173355,High
4678-DVQEO,1,52.2,0.47527546,Medium,1,626.4000000000001,297.71254620552065,24.809378850460053,High
2750-BJLSB,47,103.7,0.23856767,Low,0,1244.4,296.87360259890556,24.73946688324213,High
6729-GDNGC,20,80.7,0.305287,Medium,0,968.4000000000001,295.63993420600895,24.636661183834075,High
3334-CTHOL,1,49.95,0.49303025,Medium,1,599.4000000000001,295.5223318934441,24.62686099112034,High
3923-CSIHK,50,71.05,0.34624174,Medium,1,852.5999999999999,295.20570954680437,24.600475795567036,High
3858-XHYJO,40,105.75,0.23244579,Low,0,1269.0,294.97370924055576,24.58114243671298,High
0599-XNYDO,20,69.8,0.35075718,Medium,0,837.5999999999999,293.79421534538267,24.48285127878189,High
2252-JHJGE,61,104.0,0.23527664,Low,0,1248.0,293.62524604797363,24.468770503997803,High
7733-UDMTP,57,55.0,0.4411983,Medium,0,660.0,291.1908710002899,24.265905916690826,High
0365-GXEZS,18,78.2,0.30835292,Medium,0,938.4000000000001,289.3583777189255,24.11319814324379,High
2911-WDXMV,18,80.55,0.29618406,Medium,0,966.5999999999999,286.29151525497434,23.857626271247863,High
2522-AHJXR,60,109.45,0.21672489,Low,0,1313.4,284.64646722972395,23.72053893581033,High
5027-YOCXN,51,110.05,0.21522197,Low,0,1320.6,284.22213526368137,23.685177938640116,High
2279-AXJJK,52,95.65,0.24648923,Low,0,1147.8000000000002,282.9203345417977,23.576694545149806,High
7881-EVUAD,2,42.6,0.5526666,High,1,511.20000000000005,282.5231682300568,23.54359735250473,High
4208-UFFGW,2,44.95,0.5209232,High,1,539.4000000000001,280.9859726071358,23.415497717261317,High
6704-UTUKK,29,45.9,0.50891197,High,0,550.8,280.30871157646175,23.35905929803848,High
5140-FOMCQ,59,109.15,0.21397002,Low,0,1309.8000000000002,280.25793273746973,23.354827728122473,High
2070-FNEXE,7,76.45,0.30415747,Medium,1,917.4000000000001,279.0340590298176,23.2528382524848,High
7504-UWHNB,25,69.75,0.33228996,Medium,0,837.0,278.126699835062,23.17722498625517,High
0823-HSCDJ,52,49.15,0.47132555,Medium,1,589.8,277.9878073275089,23.165650610625743,High
3677-IYRBF,2,30.4,0.7530869,Critical,1,364.79999999999995,274.72611007690426,22.89384250640869,High
6733-LRIZX,35,108.95,0.20961589,Low,0,1307.4,274.0518096327782,22.837650802731513,High
7404-JLKQG,3,57.55,0.39579737,Medium,0,690.5999999999999,273.33766500949855,22.77813875079155,High
6711-VTNRE,36,87.55,0.25862628,Medium,1,1050.6,271.7127720952034,22.642731007933616,High
3756-VNWDH,65,100.75,0.22382456,Low,0,1209.0,270.6038938164711,22.550324484705925,High
5136-GFPMB,54,89.4,0.25076926,Medium,0,1072.8000000000002,269.02525949478155,22.418771624565125,High
5103-MHMHY,1,45.95,0.48491967,Medium,1,551.4000000000001,267.38470451831824,22.28205870985985,High
7470-MCQTK,13,48.75,0.45517907,Medium,1,585.0,266.27975329756737,22.189979441463947,High
6874-SGLHU,30,97.0,0.22867446,Low,0,1164.0,266.1770673394203,22.181422278285027,High
7129-ACFOG,5,53.8,0.41189858,Medium,0,645.5999999999999,265.92172529697416,22.160143774747848,High
2277-VWCNI,4,48.75,0.4545576,Medium,0,585.0,265.91619461774826,22.159682884812355,High
2960-NKRSO,24,85.95,0.2557511,Medium,0,1031.4,263.78168780207636,21.981807316839696,High
4067-HLYQI,33,70.4,0.3112404,Medium,0,844.8000000000001,262.9358940124512,21.911324501037598,High
4627-MIHJH,69,110.25,0.19857633,Low,0,1323.0,262.71648609638214,21.893040508031845,High
2478-EEWWM,59,44.3,0.4933003,Medium,0,531.5999999999999,262.23843358755107,21.85320279896259,High
9992-UJOEL,2,50.3,0.43248236,Medium,0,603.5999999999999,261.04635357856745,21.75386279821396,High
4993-JCRGJ,26,84.3,0.2578228,Medium,0,1011.5999999999999,260.81355621814726,21.73446301817894,High
2669-QVCRG,41,81.3,0.2671223,Medium,0,975.5999999999999,260.6045143961906,21.71704286634922,High
7663-RGWBC,1,44.15,0.49179453,Medium,1,529.8,260.5527401804924,21.712728348374366,High
3680-CTHUH,60,116.6,0.18602756,Low,0,1399.1999999999998,260.28975727558134,21.690813106298446,High
6383-ZTSIW,39,99.1,0.21801229,Low,0,1189.1999999999998,259.2602131426334,21.605017761886117,High
7054-LGEQW,1,45.95,0.4696809,Medium,1,551.4000000000001,258.9820512056351,21.58183760046959,High
6227-HWPWX,15,69.0,0.31143904,Medium,1,828.0,257.8715229034424,21.489293575286865,High
2178-PMGCJ,22,69.7,0.30824664,Medium,0,836.4000000000001,257.81749166250233,21.484790971875192,High
4016-BJKTZ,25,108.9,0.19711953,Low,0,1306.8000000000002,257.59580705165865,21.466317254304887,High
9537-VHDTA,1,51.2,0.41866776,Medium,0,614.4000000000001,257.22947387695314,21.435789489746096,High
1360-JYXKQ,54,99.1,0.21446145,Low,0,1189.1999999999998,255.0375513553619,21.253129279613493,High
4581-LNWUM,13,49.15,0.42975676,Medium,0,589.8,253.47053740024566,21.122544783353806,High
7277-OZCGZ,22,89.05,0.23581979,Low,0,1068.6,251.99702416062354,20.999752013385294,High
7036-TYDEC,69,104.0,0.20147856,Low,0,1248.0,251.44523763656616,20.95376980304718,High
9732-KPKBW,1,53.95,0.3881105,Medium,1,647.4000000000001,251.2627303540707,20.938560862839225,High
3780-YVMFA,8,68.55,0.3052062,Medium,0,822.5999999999999,251.06262786984442,20.92188565582037,High
1768-ZAIFU,1,25.2,0.82666373,Critical,1,302.4,249.98311271667478,20.8319260597229,High
0096-BXERS,6,50.35,0.41263574,Medium,0,604.2,249.31451629400254,20.77620969116688,High
6304-IJFSQ,3,49.9,0.41458252,Medium,1,598.8,248.2520134091377,20.68766778409481,High
4619-EVPHY,20,91.0,0.22729285,Low,0,1092.0,248.2037928700447,20.68364940583706,High
2720-FVBQP,6,48.95,0.42015475,Medium,0,587.4000000000001,246.79890035390858,20.56657502949238,High
1470-PSXNM,49,93.65,0.21911533,Low,0,1123.8000000000002,246.24180984199052,20.520150820165874,High
9048-JVYVF,3,69.35,0.29586878,Medium,1,832.1999999999999,246.2220022022724,20.5185001835227,High
9842-EFSYY,4,57.2,0.35766423,Medium,0,686.4000000000001,245.5007257461548,20.458393812179565,High
2480-EJWYP,58,97.8,0.20900592,Low,0,1173.6,245.28935015201566,20.44077917933464,High
8819-ZBYNA,58,109.1,0.18707491,Low,0,1309.1999999999998,244.91847816109654,20.40987318009138,High
6664-FPDAC,56,111.95,0.1811974,Low,1,1343.4,243.4205936908722,20.28504947423935,High
5934-TSSAU,23,75.3,0.26583204,Medium,0,903.5999999999999,240.20582839250562,20.017152366042136,High
5402-HTOTQ,16,55.3,0.35956097,Medium,0,663.5999999999999,238.60465736389156,19.883721446990965,High
1942-OQFRW,1,44.0,0.45105612,Medium,0,528.0,238.1576328277588,19.846469402313232,High
1536-HBSWP,1,49.9,0.39521897,Medium,0,598.8,236.65711827278136,19.72142652273178,High
3173-NVMPX,9,55.3,0.3535785,Medium,0,663.5999999999999,234.63469784259792,19.552891486883162,High
0616-ATFGB,1,25.05,0.778949,Critical,1,300.6,234.15207610130312,19.512673008441926,High
6946-LMSQS,25,89.05,0.21783224,Low,1,1068.6,232.77552897334098,19.397960747778416,High
5575-TPIZQ,46,89.15,0.2172975,Low,0,1069.8000000000002,232.46485952138906,19.372071626782418,High
0913-XWSCN,55,85.5,0.22643542,Low,0,1026.0,232.32274389266968,19.360228657722473,High
5966-EMAZU,64,108.5,0.17659663,Low,0,1302.0,229.92880788445473,19.160733990371227,High
8757-TFHHJ,1,49.8,0.3836094,Medium,0,597.5999999999999,229.24498586654659,19.103748822212218,High
9710-ZUSHQ,37,106.75,0.17887045,Low,1,1281.0,229.13305212557316,19.09442101046443,High
3766-EJLFL,68,109.05,0.17479005,Low,0,1308.6,228.7302653968334,19.060855449736117,High
3094-JOJAI,18,74.15,0.25661367,Medium,0,889.8000000000001,228.33484514951707,19.027903762459758,High
1370-GGAWX,46,94.15,0.20196943,Low,0,1129.8000000000002,228.1850618451834,19.01542182043195,High
